City1,City1.Longitude,City1.Latitude,City2,City2.Longitude,City2.Latitude,Season,Passenger_Trips
MELBOURNE,144.963425,-37.813938,NEWCASTLE,151.784485,-32.927792,Winter,22094.784982935154
MELBOURNE,144.963425,-37.813938,PERTH,115.861397,-31.95224,Autumn,96851.11161731207
MELBOURNE,144.963425,-37.813938,PERTH,115.861397,-31.95224,Spring,102160.17931034483
MELBOURNE,144.963425,-37.813938,PERTH,115.861397,-31.95224,Summer,104264.80865603645
MELBOURNE,144.963425,-37.813938,PERTH,115.861397,-31.95224,Winter,93290.39816933639
MELBOURNE,144.963425,-37.813938,SYDNEY,151.205475,-33.861481,Autumn,462456.0569476082
MELBOURNE,144.963425,-37.813938,SYDNEY,151.205475,-33.861481,Spring,487582.35172413796
MELBOURNE,144.963425,-37.813938,SYDNEY,151.205475,-33.861481,Summer,455148.2551252847
MELBOURNE,144.963425,-37.813938,SYDNEY,151.205475,-33.861481,Winter,457996.55148741417
MELBOURNE,144.963425,-37.813938,TOWNSVILLE,146.805695,-19.26639,Autumn,4336.5161290322585
MELBOURNE,144.963425,-37.813938,TOWNSVILLE,146.805695,-19.26639,Spring,4151.076923076923
MELBOURNE,144.963425,-37.813938,TOWNSVILLE,146.805695,-19.26639,Summer,3972.342857142857
MELBOURNE,144.963425,-37.813938,TOWNSVILLE,146.805695,-19.26639,Winter,3303.3939393939395
NEWCASTLE,151.784485,-32.927792,GOLD COAST,153.430878,-28.00029,Autumn,4538.315789473684
NEWCASTLE,151.784485,-32.927792,GOLD COAST,153.430878,-28.00029,Spring,7271.944444444444
NEWCASTLE,151.784485,-32.927792,GOLD COAST,153.430878,-28.00029,Summer,6926.444444444444
NEWCASTLE,151.784485,-32.927792,GOLD COAST,153.430878,-28.00029,Winter,5706.684210526316
PERTH,115.861397,-31.95224,PORT HEDLAND,118.610588,-20.312149,Autumn,16806.781758957655
PERTH,115.861397,-31.95224,PORT HEDLAND,118.610588,-20.312149,Spring,17935.174603174604
PERTH,115.861397,-31.95224,PORT HEDLAND,118.610588,-20.312149,Summer,15805.16077170418
PERTH,115.861397,-31.95224,PORT HEDLAND,118.610588,-20.312149,Winter,17515.0607028754
PERTH,115.861397,-31.95224,SYDNEY,151.205475,-33.861481,Autumn,84872.1298405467
PERTH,115.861397,-31.95224,SYDNEY,151.205475,-33.861481,Spring,89799.42988505747
PERTH,115.861397,-31.95224,SYDNEY,151.205475,-33.861481,Summer,91339.53302961275
PERTH,115.861397,-31.95224,SYDNEY,151.205475,-33.861481,Winter,80709.87871853547
PORT MACQUARIE,152.908936,-31.43084,SYDNEY,151.205475,-33.861481,Autumn,15783.139072847682
PORT MACQUARIE,152.908936,-31.43084,SYDNEY,151.205475,-33.861481,Spring,16400.21768707483
PORT MACQUARIE,152.908936,-31.43084,SYDNEY,151.205475,-33.861481,Summer,14977.41059602649
PORT MACQUARIE,152.908936,-31.43084,SYDNEY,151.205475,-33.861481,Winter,14855.03355704698
PROSERPINE,148.5802,-20.4011,SYDNEY,151.205475,-33.861481,Autumn,7620.903225806452
PROSERPINE,148.5802,-20.4011,SYDNEY,151.205475,-33.861481,Spring,10325.435897435897
PROSERPINE,148.5802,-20.4011,SYDNEY,151.205475,-33.861481,Summer,9171.6
PROSERPINE,148.5802,-20.4011,SYDNEY,151.205475,-33.861481,Winter,7532.848484848485
SUNSHINE COAST,153.0896,-26.6528,MELBOURNE,144.963425,-37.813938,Autumn,15487.582278481013
SUNSHINE COAST,153.0896,-26.6528,MELBOURNE,144.963425,-37.813938,Spring,19973.646464646463
SUNSHINE COAST,153.0896,-26.6528,MELBOURNE,144.963425,-37.813938,Summer,17719.913621262458
SUNSHINE COAST,153.0896,-26.6528,MELBOURNE,144.963425,-37.813938,Winter,17512.071428571428
SUNSHINE COAST,153.0896,-26.6528,SYDNEY,151.205475,-33.861481,Autumn,22361.701219512193
SUNSHINE COAST,153.0896,-26.6528,SYDNEY,151.205475,-33.861481,Spring,25823.140186915887
SUNSHINE COAST,153.0896,-26.6528,SYDNEY,151.205475,-33.861481,Summer,24969.29268292683
SUNSHINE COAST,153.0896,-26.6528,SYDNEY,151.205475,-33.861481,Winter,22146.65644171779
SYDNEY,151.205475,-33.861481,TAMWORTH,150.929047,-31.090481,Autumn,12589.77966101695
SYDNEY,151.205475,-33.861481,TAMWORTH,150.929047,-31.090481,Spring,14431.42857142857
SYDNEY,151.205475,-33.861481,TAMWORTH,150.929047,-31.090481,Summer,13168.118644067798
SYDNEY,151.205475,-33.861481,TAMWORTH,150.929047,-31.090481,Winter,13545.723076923077
SYDNEY,151.205475,-33.861481,TOWNSVILLE,146.805695,-19.26639,Autumn,7944.643410852713
SYDNEY,151.205475,-33.861481,TOWNSVILLE,146.805695,-19.26639,Spring,9171.328320802006
SYDNEY,151.205475,-33.861481,TOWNSVILLE,146.805695,-19.26639,Summer,8116.017721518987
SYDNEY,151.205475,-33.861481,TOWNSVILLE,146.805695,-19.26639,Winter,9976.692913385827
SYDNEY,151.205475,-33.861481,WAGGA WAGGA,147.353745,-35.125771,Autumn,10766.779043280183
SYDNEY,151.205475,-33.861481,WAGGA WAGGA,147.353745,-35.125771,Spring,11132.413793103447
SYDNEY,151.205475,-33.861481,WAGGA WAGGA,147.353745,-35.125771,Summer,9262.498861047836
SYDNEY,151.205475,-33.861481,WAGGA WAGGA,147.353745,-35.125771,Winter,10499.54233409611
