City1,City1.Longitude,City1.Latitude,City2,City2.Longitude,City2.Latitude,Season,Passenger_Trips
HAMILTON ISLAND,148.951935,-20.34602,MELBOURNE,144.963425,-37.813938,Summer,6237.55421686747
HAMILTON ISLAND,148.951935,-20.34602,MELBOURNE,144.963425,-37.813938,Winter,4374.023529411765
HAMILTON ISLAND,148.951935,-20.34602,SYDNEY,151.205475,-33.861481,Autumn,14469.889763779527
HAMILTON ISLAND,148.951935,-20.34602,SYDNEY,151.205475,-33.861481,Spring,19291.82222222222
HAMILTON ISLAND,148.951935,-20.34602,SYDNEY,151.205475,-33.861481,Summer,18413.14503816794
HAMILTON ISLAND,148.951935,-20.34602,SYDNEY,151.205475,-33.861481,Winter,14801.693430656935
HERVEY BAY,152.873,-25.285,SYDNEY,151.205475,-33.861481,Autumn,5127.740740740741
HERVEY BAY,152.873,-25.285,SYDNEY,151.205475,-33.861481,Spring,5450.851851851852
HERVEY BAY,152.873,-25.285,SYDNEY,151.205475,-33.861481,Summer,5167.706422018348
HERVEY BAY,152.873,-25.285,SYDNEY,151.205475,-33.861481,Winter,5324.740740740741
HOBART,147.331665,-42.883209,MELBOURNE,144.963425,-37.813938,Autumn,74198.27107061504
HOBART,147.331665,-42.883209,MELBOURNE,144.963425,-37.813938,Spring,74113.07586206896
HOBART,147.331665,-42.883209,MELBOURNE,144.963425,-37.813938,Summer,83188.11161731207
HOBART,147.331665,-42.883209,MELBOURNE,144.963425,-37.813938,Winter,66128.37528604119
HOBART,147.331665,-42.883209,SYDNEY,151.205475,-33.861481,Autumn,29954.938110749186
HOBART,147.331665,-42.883209,SYDNEY,151.205475,-33.861481,Spring,31108.053968253967
HOBART,147.331665,-42.883209,SYDNEY,151.205475,-33.861481,Summer,36711.60450160772
HOBART,147.331665,-42.883209,SYDNEY,151.205475,-33.861481,Winter,25353.29712460064
KALGOORLIE,121.466,-30.749,PERTH,115.861397,-31.95224,Autumn,14425.560975609756
KALGOORLIE,121.466,-30.749,PERTH,115.861397,-31.95224,Spring,15304.148148148148
KALGOORLIE,121.466,-30.749,PERTH,115.861397,-31.95224,Summer,12707.484756097561
KALGOORLIE,121.466,-30.749,PERTH,115.861397,-31.95224,Winter,14935.14417177914
KARRATHA,116.84638,-20.73649,PERTH,115.861397,-31.95224,Autumn,22820.13439635535
KARRATHA,116.84638,-20.73649,PERTH,115.861397,-31.95224,Spring,24111.567816091952
KARRATHA,116.84638,-20.73649,PERTH,115.861397,-31.95224,Summer,21271.50797266515
KARRATHA,116.84638,-20.73649,PERTH,115.861397,-31.95224,Winter,23691.61784897025
LAUNCESTON,147.134674,-41.438759,MELBOURNE,144.963425,-37.813938,Autumn,50785.33485193622
LAUNCESTON,147.134674,-41.438759,MELBOURNE,144.963425,-37.813938,Spring,48941.76551724138
LAUNCESTON,147.134674,-41.438759,MELBOURNE,144.963425,-37.813938,Summer,56170.42824601367
LAUNCESTON,147.134674,-41.438759,MELBOURNE,144.963425,-37.813938,Winter,43417.36384439359
LAUNCESTON,147.134674,-41.438759,SYDNEY,151.205475,-33.861481,Autumn,14120.12052117264
LAUNCESTON,147.134674,-41.438759,SYDNEY,151.205475,-33.861481,Spring,13850.320634920636
LAUNCESTON,147.134674,-41.438759,SYDNEY,151.205475,-33.861481,Summer,18878.848874598072
LAUNCESTON,147.134674,-41.438759,SYDNEY,151.205475,-33.861481,Winter,11159.463258785943
MELBOURNE,144.963425,-37.813938,BURNIE,145.903748,-41.05584,Autumn,4699.677419354839
MELBOURNE,144.963425,-37.813938,BURNIE,145.903748,-41.05584,Spring,4435.393258426966
MELBOURNE,144.963425,-37.813938,BURNIE,145.903748,-41.05584,Summer,5198.684782608696
MELBOURNE,144.963425,-37.813938,BURNIE,145.903748,-41.05584,Winter,4331.285714285715
MELBOURNE,144.963425,-37.813938,GOLD COAST,153.430878,-28.00029,Autumn,73773.2118451025
MELBOURNE,144.963425,-37.813938,GOLD COAST,153.430878,-28.00029,Spring,87182.17330210772
MELBOURNE,144.963425,-37.813938,GOLD COAST,153.430878,-28.00029,Summer,84568.12300683372
MELBOURNE,144.963425,-37.813938,GOLD COAST,153.430878,-28.00029,Winter,78728.39359267734
MELBOURNE,144.963425,-37.813938,MILDURA,142.162506,-34.185509,Autumn,10395.136674259682
MELBOURNE,144.963425,-37.813938,MILDURA,142.162506,-34.185509,Spring,10589.857471264368
MELBOURNE,144.963425,-37.813938,MILDURA,142.162506,-34.185509,Summer,9196.307517084282
MELBOURNE,144.963425,-37.813938,MILDURA,142.162506,-34.185509,Winter,10184.745995423342
MELBOURNE,144.963425,-37.813938,NEWCASTLE,151.784485,-32.927792,Autumn,21376.610932475884
MELBOURNE,144.963425,-37.813938,NEWCASTLE,151.784485,-32.927792,Spring,24177.525773195877
MELBOURNE,144.963425,-37.813938,NEWCASTLE,151.784485,-32.927792,Summer,22499.23432343234
